Python,Pandas,Matplotlib,Tensorflow,Numpy,Scikitlearn,AWS,Azure,Kubernetes,R,Tidyverse,Ggplot,Dplyr,Tidyr,Readr,Forcats,SparkR,Julia,C,Scala,Javascript,SQL,Bachelors,Masters,AI,ML,Cloud,Tableau,Hadoop,PyTorch,Ruby,Github,Django,MongoDB
68,0,1,6,0,0,40,19,6,15,0,0,0,0,0,0,0,2,11,8,2,42,0,5,42,45,10,15,16,7,2,1,2,2
